"Site_ID.x","Monitoring_ID","Date_Time_out","Net_type","Amount_nets","Species","Scientific_name","Species_name","Maori_name","Native/nonnative","Taonga","Sex","Length_mm","Weight_g","Amount","Soft_shelled","Berried","Youngs","Cups","mL","Comments","Site_ID.y","Lake","Site","LID","Monitoring","Lat","Lon","Site_size","DHT","Date_Time","Weather","Lake_water_clarity_m","Sediment_sample","Macrophyte_sample","Distance_deep_20m","Notes","Total_ weight_reef","Size_m2","Perimter_m","Size_km2","Perimter_km","Catchment_size_km2","Mean_depth_m","Max_depth_m","Volume_km3","Elevation_m","Mixing","TLI","Trophic_state","LakeSPI"
3,"3_0",2025-02-05 15:39:00,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,75,6,1,NA,NA,NA,NA,NA,NA,3,"Lake Rotoiti","Impact",54730,0,-38.0526673079263,176.47144524762,150,"Rocky",2025-02-04 03:00:00,"Sunny",3.5,1,1,163.768266763249,NA,3040,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
3,"3_0",2025-02-05 15:39:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",21.7,5,1,NA,NA,NA,NA,NA,NA,3,"Lake Rotoiti","Impact",54730,0,-38.0526673079263,176.47144524762,150,"Rocky",2025-02-04 03:00:00,"Sunny",3.5,1,1,163.768266763249,NA,3040,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
3,"3_0",2025-02-05 15:39:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,45,NA,NA,NA,NA,0.25,59.147,NA,3,"Lake Rotoiti","Impact",54730,0,-38.0526673079263,176.47144524762,150,"Rocky",2025-02-04 03:00:00,"Sunny",3.5,1,1,163.768266763249,NA,3040,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
3,"3_0",2025-02-05 15:39:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",40,44,1,NA,NA,NA,NA,NA,NA,3,"Lake Rotoiti","Impact",54730,0,-38.0526673079263,176.47144524762,150,"Rocky",2025-02-04 03:00:00,"Sunny",3.5,1,1,163.768266763249,NA,3040,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
3,"3_0",2025-02-05 15:39:00,"Fyke",2,"Morihana","Carassius auratus","Goldfish","Morihana","Nonnative","No",NA,120,45,1,NA,NA,NA,NA,NA,NA,3,"Lake Rotoiti","Impact",54730,0,-38.0526673079263,176.47144524762,150,"Rocky",2025-02-04 03:00:00,"Sunny",3.5,1,1,163.768266763249,NA,3040,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
3,"3_0",2025-02-05 15:39:00,"Fyke",2,"Morihana","Carassius auratus","Goldfish","Morihana","Nonnative","No",NA,90,60,1,NA,NA,NA,NA,NA,NA,3,"Lake Rotoiti","Impact",54730,0,-38.0526673079263,176.47144524762,150,"Rocky",2025-02-04 03:00:00,"Sunny",3.5,1,1,163.768266763249,NA,3040,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
3,"3_0",2025-02-05 15:39:00,"Fyke",2,"Morihana","Carassius auratus","Goldfish","Morihana","Nonnative","No",NA,120,46,1,NA,NA,NA,NA,NA,NA,3,"Lake Rotoiti","Impact",54730,0,-38.0526673079263,176.47144524762,150,"Rocky",2025-02-04 03:00:00,"Sunny",3.5,1,1,163.768266763249,NA,3040,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
3,"3_0",2025-02-05 15:39:00,"Fyke",2,"Morihana","Carassius auratus","Goldfish","Morihana","Nonnative","No",NA,88,40,1,NA,NA,NA,NA,NA,NA,3,"Lake Rotoiti","Impact",54730,0,-38.0526673079263,176.47144524762,150,"Rocky",2025-02-04 03:00:00,"Sunny",3.5,1,1,163.768266763249,NA,3040,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
3,"3_0",2025-02-05 15:39:00,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,85,6,1,NA,NA,NA,NA,NA,NA,3,"Lake Rotoiti","Impact",54730,0,-38.0526673079263,176.47144524762,150,"Rocky",2025-02-04 03:00:00,"Sunny",3.5,1,1,163.768266763249,NA,3040,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
3,"3_0",2025-02-05 15:39:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,559,NA,NA,NA,NA,2.5,591.47,NA,3,"Lake Rotoiti","Impact",54730,0,-38.0526673079263,176.47144524762,150,"Rocky",2025-02-04 03:00:00,"Sunny",3.5,1,1,163.768266763249,NA,3040,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
3,"3_0",2025-02-05 15:39:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,379,NA,NA,NA,NA,1.5,354.882,NA,3,"Lake Rotoiti","Impact",54730,0,-38.0526673079263,176.47144524762,150,"Rocky",2025-02-04 03:00:00,"Sunny",3.5,1,1,163.768266763249,NA,3040,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
3,"3_0",2025-02-05 15:39:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,176,NA,NA,NA,NA,NA,NA,NA,3,"Lake Rotoiti","Impact",54730,0,-38.0526673079263,176.47144524762,150,"Rocky",2025-02-04 03:00:00,"Sunny",3.5,1,1,163.768266763249,NA,3040,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:02:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:02:00,"Fyke",2,"Morihana","Carassius auratus","Goldfish","Morihana","Nonnative","No",NA,112,33,1,NA,NA,NA,NA,NA,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",32.48,28,1,NA,NA,NA,NA,NA,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,90,6,1,NA,NA,NA,NA,NA,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,86,6,1,NA,NA,NA,NA,NA,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Morihana","Carassius auratus","Goldfish","Morihana","Nonnative","No",NA,91,22,1,NA,NA,NA,NA,NA,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,78,6,1,NA,NA,NA,NA,NA,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Morihana","Carassius auratus","Goldfish","Morihana","Nonnative","No",NA,100,26,1,NA,NA,NA,NA,NA,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",NA,NA,11,14,NA,NA,NA,NA,NA,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,80,4,1,NA,NA,NA,NA,NA,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,80,5,1,NA,NA,NA,NA,NA,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,527,NA,NA,NA,NA,2.5,591.47,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,175,NA,1,NA,NA,NA,NA,NA,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,471,NA,NA,NA,NA,2.5,591.47,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,222,NA,NA,NA,NA,1,236.588,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,480,NA,NA,NA,NA,2.5,591.47,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",12.13,1,1,NA,NA,NA,NA,NA,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,90,8,1,NA,NA,NA,NA,NA,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
4,"4_0",2025-02-05 15:01:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,361,NA,NA,NA,NA,2,473.176,NA,4,"Lake Rotoiti","Control",54730,0,-38.0529135570371,176.470933127575,150,"Rocky",2025-02-04 03:30:00,"Sunny",3.5,1,1,179.82545515734,"New rocks as retainig wall/ dead swan in site",NA,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
5,"5_0",2025-02-05 12:50:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,"Lake Rotoiti","Impact",54730,0,-38.047698100528,176.341122568488,150,"Sandy",2025-02-04 12:50:00,"Sunny",3,1,1,1427.76371668429,"nets collepes first time",1980,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
5,"5_0",2025-02-05 12:50:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,44,100,NA,NA,NA,0.25,59.147,"Nets collapsed",5,"Lake Rotoiti","Impact",54730,0,-38.047698100528,176.341122568488,150,"Sandy",2025-02-04 12:50:00,"Sunny",3,1,1,1427.76371668429,"nets collepes first time",1980,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
5,"5_0",2025-02-05 12:50:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,156,NA,NA,NA,NA,0.75,177.441,"Nets collapsed",5,"Lake Rotoiti","Impact",54730,0,-38.047698100528,176.341122568488,150,"Sandy",2025-02-04 12:50:00,"Sunny",3,1,1,1427.76371668429,"nets collepes first time",1980,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
5,"5_0",2025-02-07 10:45:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,"Lake Rotoiti","Impact",54730,0,-38.047698100528,176.341122568488,150,"Sandy",2025-02-04 12:50:00,"Sunny",3,1,1,1427.76371668429,"nets collepes first time",1980,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
5,"5_0",2025-02-07 10:45:00,"Fyke",2,"Morihana","Carassius auratus","Goldfish","Morihana","Nonnative","No",NA,145,86,1,NA,NA,NA,NA,NA,NA,5,"Lake Rotoiti","Impact",54730,0,-38.047698100528,176.341122568488,150,"Sandy",2025-02-04 12:50:00,"Sunny",3,1,1,1427.76371668429,"nets collepes first time",1980,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
5,"5_0",2025-02-07 10:44:59.995,"Fyke",2,"Morihana","Carassius auratus","Goldfish","Morihana","Nonnative","No",NA,220,284,1,NA,NA,NA,NA,NA,NA,5,"Lake Rotoiti","Impact",54730,0,-38.047698100528,176.341122568488,150,"Sandy",2025-02-04 12:50:00,"Sunny",3,1,1,1427.76371668429,"nets collepes first time",1980,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
5,"5_0",2025-02-07 10:44:59.995,"Fyke",2,"Mosquitofish","Gambusia affinis","Gambusia","Mosquitofish","Nonnative","No",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,"Lake Rotoiti","Impact",54730,0,-38.047698100528,176.341122568488,150,"Sandy",2025-02-04 12:50:00,"Sunny",3,1,1,1427.76371668429,"nets collepes first time",1980,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
5,"5_0",2025-02-07 10:44:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,535,NA,NA,NA,NA,2.5,591.47,NA,5,"Lake Rotoiti","Impact",54730,0,-38.047698100528,176.341122568488,150,"Sandy",2025-02-04 12:50:00,"Sunny",3,1,1,1427.76371668429,"nets collepes first time",1980,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
5,"5_0",2025-02-07 10:44:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,578,NA,NA,NA,NA,2.5,591.47,NA,5,"Lake Rotoiti","Impact",54730,0,-38.047698100528,176.341122568488,150,"Sandy",2025-02-04 12:50:00,"Sunny",3,1,1,1427.76371668429,"nets collepes first time",1980,33805828.9569732,60736.7219804458,33.8058289569732,60.7367219804458,123.7,31.5,124,1.042,279,"Stratified",3.8,"Mesotrophic",24.8
