site_id,site_type,eff_fetch_m,wind_spd_ms,wind_dir_deg,wave_energy_proxy,round
2,Control,2285.7401238603366,9.924441803314837,17.13293517611538,225132.93373331724,5
3,Stone_pile,1603.2418051269824,9.924441803314837,17.13293517611538,157910.57229312178,5
4,Control,1650.922372029505,9.924441803314837,17.13293517611538,162606.8480406479,5
5,Stone_pile,0,9.924441803314837,17.13293517611538,0,5
6,Control,0,9.924441803314837,17.13293517611538,0,5
7,Stone_pile,2170.983605021751,9.924441803314837,17.13293517611538,213830.0426122039,5
8,Control,2187.296251889057,9.924441803314837,17.13293517611538,215436.7493448966,5
9,Stone_pile,0,9.924441803314837,17.13293517611538,0,5
10,Control,0,9.924441803314837,17.13293517611538,0,5
11,Reference,379.9275846064664,9.924441803314837,17.13293517611538,37420.79461956069,5
12,Reference,118.01610589464406,9.924441803314837,17.13293517611538,11623.942665437713,5
13,Reference,68.79971048333255,9.924441803314837,17.13293517611538,6776.396187575492,5
14,Reference,53.714735514347375,9.924441803314837,17.13293517611538,5290.608440049037,5
15,Reference,68.9276903508577,9.924441803314837,17.13293517611538,6789.001506410285,5
16,Reference,49.04751278309218,9.924441803314837,17.13293517611538,4830.91246021922,5
17,Reference,32.17296606948266,9.924441803314837,17.13293517611538,3168.8616577689645,5
18,Reference,418.9315236743182,9.924441803314837,17.13293517611538,41262.46985544484,5
19,Reference,0,9.924441803314837,17.13293517611538,0,5
20,Reference,3.8707487778941694,9.924441803314837,17.13293517611538,381.2476401036451,5
1,Stone_pile,1462.4142434914233,6.335056889894121,249.52432424495203,58690.9915685496,6
2,Control,1463.5999067046037,6.335056889894121,249.52432424495203,58738.57572601908,6
3,Stone_pile,144.54207220593293,6.335056889894121,249.52432424495203,5800.89914939949,6
4,Control,97.49551359102048,6.335056889894121,249.52432424495203,3912.7821625156066,6
5,Stone_pile,473.8296330341358,6.335056889894121,249.52432424495203,19016.178980137585,6
6,Control,296.2700769931086,6.335056889894121,249.52432424495203,11890.19094159148,6
7,Stone_pile,42.494506810760406,6.335056889894121,249.52432424495203,1705.4297385572745,6
