"Monitoring_ID","Date_Time_out","Net_type","Amount_nets","Species","Scientific_name","Species_name","Maori_name","Native/nonnative","Taonga","Amount","Sex","Length_mm","Weight_g","Soft_shelled","Berried","Youngs","Cups","mL","Comments","Site_ID","ID","Monitoring","Monitoring_ID.","Lake","Site","LID","Lat","Lon","Site_size","DHT","Date_Time","Weather","Lake_water_clarity_m","Sediment_sample","Macrophyte_sample","Notes","Distance_5m","Distance_20m","Distance_deep_20m","Calculated_slope","Total_ weight_reef","Season"
"21_0",2025-02-07 14:49:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",26.1,10,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",9,NA,NA,7,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",1,NA,115,15,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Morihana","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,115,38,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Morihana","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,95,21,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Morihana","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,95,21,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,617,NA,NA,NA,2.5,591.47,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,528,NA,NA,NA,2.5,591.47,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,388,NA,NA,NA,2,473.176,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",34.34,29,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",31.9,29,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",35.65,30,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",28.5,16,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",28.36,18,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",22.31,7,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",16.51,3,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"21_0",2025-02-07 14:49:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",13.95,1,NA,NA,NA,NA,NA,NA,21,19,0,"19_0","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-02-06 15:20:00,"Sunny",3.5,1,1,"Right",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",32.73,26,1,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",34.14,23,1,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",35.13,30,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",30.15,17,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",15,NA,NA,15,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,539,NA,NA,NA,2.5,591.47,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,571,NA,NA,NA,2.5,591.47,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,587,NA,NA,NA,2.5,591.47,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,546,NA,NA,NA,2.5,591.47,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,218,NA,NA,NA,1,236.588,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Morihana","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,113,36,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",1,NA,95,6,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Morihana","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,110,40,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",33.23,28,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",40.79,40,1,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",24.49,11,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",25.32,13,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",28.01,15,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",32.66,23,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",32.9,24,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",26.34,14,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",25,12,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",28.18,13,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",26.05,12,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",27.11,15,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",22.08,8,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",25.16,12,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",24.45,10,1,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",25.03,10,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",24.45,12,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",24.62,11,1,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",23.67,10,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",22.72,10,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",15.61,3,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"22_0",2025-02-07 15:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",12.53,1,NA,NA,NA,NA,NA,NA,22,20,0,"20_0","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-02-06 15:40:00,"Sunny",3.5,1,1,"Left",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,"Summer"
"3_1",2025-04-29 16:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",29,28,1,NA,NA,NA,NA,NA,3,1,1,"1_1","Rotoiti","Reef",54730,-38.0526673079263,176.47144524762,150,"Rocky",2025-04-28 13:00:00,"Cloudy",5,0,0,NA,82.9889020904982,164.450019734722,163.768266763249,0.122123781336179,3040,"Autumn"
"3_1",2025-04-29 16:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",15,NA,NA,13,NA,NA,NA,NA,NA,NA,3,1,1,"1_1","Rotoiti","Reef",54730,-38.0526673079263,176.47144524762,150,"Rocky",2025-04-28 13:00:00,"Cloudy",5,0,0,NA,82.9889020904982,164.450019734722,163.768266763249,0.122123781336179,3040,"Autumn"
"3_1",2025-04-29 16:30:00,"Box",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",1,NA,70,3,NA,NA,NA,NA,NA,NA,3,1,1,"1_1","Rotoiti","Reef",54730,-38.0526673079263,176.47144524762,150,"Rocky",2025-04-28 13:00:00,"Cloudy",5,0,0,NA,82.9889020904982,164.450019734722,163.768266763249,0.122123781336179,3040,"Autumn"
"3_1",2025-04-29 16:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",25,12,NA,NA,NA,NA,NA,NA,3,1,1,"1_1","Rotoiti","Reef",54730,-38.0526673079263,176.47144524762,150,"Rocky",2025-04-28 13:00:00,"Cloudy",5,0,0,NA,82.9889020904982,164.450019734722,163.768266763249,0.122123781336179,3040,"Autumn"
"3_1",2025-04-29 16:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",24,9,NA,NA,NA,NA,NA,NA,3,1,1,"1_1","Rotoiti","Reef",54730,-38.0526673079263,176.47144524762,150,"Rocky",2025-04-28 13:00:00,"Cloudy",5,0,0,NA,82.9889020904982,164.450019734722,163.768266763249,0.122123781336179,3040,"Autumn"
"3_1",2025-04-29 16:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",20,6,NA,NA,NA,NA,NA,NA,3,1,1,"1_1","Rotoiti","Reef",54730,-38.0526673079263,176.47144524762,150,"Rocky",2025-04-28 13:00:00,"Cloudy",5,0,0,NA,82.9889020904982,164.450019734722,163.768266763249,0.122123781336179,3040,"Autumn"
"3_1",2025-04-29 16:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",29,18,NA,NA,NA,NA,NA,NA,3,1,1,"1_1","Rotoiti","Reef",54730,-38.0526673079263,176.47144524762,150,"Rocky",2025-04-28 13:00:00,"Cloudy",5,0,0,NA,82.9889020904982,164.450019734722,163.768266763249,0.122123781336179,3040,"Autumn"
"3_1",2025-04-29 16:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",24,13,NA,NA,NA,NA,NA,NA,3,1,1,"1_1","Rotoiti","Reef",54730,-38.0526673079263,176.47144524762,150,"Rocky",2025-04-28 13:00:00,"Cloudy",5,0,0,NA,82.9889020904982,164.450019734722,163.768266763249,0.122123781336179,3040,"Autumn"
"3_1",2025-04-29 16:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",28,20,NA,NA,NA,NA,NA,NA,3,1,1,"1_1","Rotoiti","Reef",54730,-38.0526673079263,176.47144524762,150,"Rocky",2025-04-28 13:00:00,"Cloudy",5,0,0,NA,82.9889020904982,164.450019734722,163.768266763249,0.122123781336179,3040,"Autumn"
"3_1",2025-04-29 16:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",25,13,NA,NA,NA,NA,NA,NA,3,1,1,"1_1","Rotoiti","Reef",54730,-38.0526673079263,176.47144524762,150,"Rocky",2025-04-28 13:00:00,"Cloudy",5,0,0,NA,82.9889020904982,164.450019734722,163.768266763249,0.122123781336179,3040,"Autumn"
"3_1",2025-04-29 16:30:00,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",1,NA,140,26,NA,NA,NA,NA,NA,NA,3,1,1,"1_1","Rotoiti","Reef",54730,-38.0526673079263,176.47144524762,150,"Rocky",2025-04-28 13:00:00,"Cloudy",5,0,0,NA,82.9889020904982,164.450019734722,163.768266763249,0.122123781336179,3040,"Autumn"
